@id,@type,@lat,@lon,name,district,district_name
7114008109,node,18.3240129,82.8855692,"Area Hospital,Araku Valley",13999461,Alluri Sitharama Raju
7114008110,node,18.080665,82.673703,"Community Health centre, Paderu",13999461,Alluri Sitharama Raju
7116293196,node,17.4306235,81.7771418,"Area Hospital,Rampachodavaram",13999461,Alluri Sitharama Raju
7116293219,node,17.3483848,81.9622349,"Government Hospital,Pidathamamidi",13999461,Alluri Sitharama Raju
7787449693,node,18.0148317,82.5411613,Government Hospital,13999461,Alluri Sitharama Raju
7787449730,node,18.3346253,82.8657937,Araku Railway Hospital,13999461,Alluri Sitharama Raju
7787449740,node,18.333954,82.870444,Nirmala Hospital,13999461,Alluri Sitharama Raju
7787449763,node,18.3217887,82.8857279,Maa Super Speciality Dental Hospital,13999461,Alluri Sitharama Raju
7787847487,node,17.7519296,81.3990872,Afrin Ayurvedic Hospital,13999461,Alluri Sitharama Raju
7787847529,node,17.5772212,81.253345,Government Hospital,13999461,Alluri Sitharama Raju
7787847530,node,17.7561957,81.4113347,Area Hospital,13999461,Alluri Sitharama Raju
7790467482,node,17.4385944,81.7783622,Nagapalla People Hospital,13999461,Alluri Sitharama Raju
7951559889,node,18.0808258,82.6736203,Area Hospital Paderu,13999461,Alluri Sitharama Raju
8767637044,node,18.3123525,83.1223373,"Government Hospital, Bheemavaram",13999461,Alluri Sitharama Raju
11885839717,node,17.4367269,81.7797931,Nagapalla Praja Vaidyasala,13999461,Alluri Sitharama Raju
12911921397,node,18.4407065,82.5142133,"PHC , Labburu",13999461,Alluri Sitharama Raju
6758468632,node,17.6861622,83.0016124,Ramyasai Nursing Home,13999884,Anakapalli
6768545567,node,17.9135879,82.8137411,St.Ann's Hospital,13999884,Anakapalli
6778538692,node,17.6870707,83.0013013,Vikram Hospital,13999884,Anakapalli
6782121780,node,17.669849,82.6080698,Sri Lalitha Nursing Home,13999884,Anakapalli
6789576725,node,17.8269229,82.9366171,Sri Rama Mother and Child Hospital,13999884,Anakapalli
6791733122,node,17.3623264,82.556764,Sri Subrahmanyam Nursing Home,13999884,Anakapalli
7114008049,node,17.3921523,82.6221342,"Government Hospital, Godicherla",13999884,Anakapalli
7114008052,node,17.927342,82.8931162,"Government Hospital,Cheedikada",13999884,Anakapalli
7114008085,node,17.465312,82.9301819,"Government hospital, Rambili",13999884,Anakapalli
7114008093,node,17.6845257,83.0067163,"NTR Government Hospital,Anakapalle",13999884,Anakapalli
7114008116,node,17.633837,82.986613,"Government Hospital, Munagapaka",13999884,Anakapalli
7114008119,node,17.4130916,82.7254825,"Government Hospital,Nakkapalli",13999884,Anakapalli
7114008143,node,17.6727959,82.6106725,Area Hospital - Narsipatnam,13999884,Anakapalli
7114008149,node,17.8883305,83.0408116,"Government Hospital, K Kotapadu",13999884,Anakapalli
7114008152,node,17.9183224,82.8185393,"Government Hospital,Madugula",13999884,Anakapalli
7114008168,node,17.5178218,82.816752,"Government Hospital,Regupalem",13999884,Anakapalli
7114008180,node,17.6774183,82.4720572,"Government Hospital, Golugonda",13999884,Anakapalli
7787449680,node,17.6613348,82.6275161,Akshaya Hospitals,13999884,Anakapalli
7787449683,node,17.668902,82.610393,Uma Maheswara Children Hospital,13999884,Anakapalli
7787449684,node,17.683136,83.001827,Tirumala Jyoti Hospital,13999884,Anakapalli
7787449685,node,17.7467671,82.9560418,Government Hospital,13999884,Anakapalli
7787449686,node,17.6882064,83.0101255,Dr. Soma Raju Children Hospital,13999884,Anakapalli
7787449688,node,17.687728,83.001839,Kalyani Nursing Home,13999884,Anakapalli
7787449689,node,17.6842691,83.011245,Annapurna Hospital,13999884,Anakapalli
7787449691,node,17.688264,83.009283,SS Dental Hospital,13999884,Anakapalli
7787449692,node,17.6848737,83.0101274,Maternity Hospital,13999884,Anakapalli
7787449694,node,17.686424,83.00072,Sai Teja Hospital,13999884,Anakapalli
7787449695,node,17.6753904,83.0010632,Benargy Hospital,13999884,Anakapalli
7787449696,node,17.6892581,83.0021022,Sri Sagar Hospital,13999884,Anakapalli
7787449699,node,17.8278456,82.9368591,Abhay Arogya Hospital,13999884,Anakapalli
7787449701,node,17.8297069,82.9274015,Sri Vijaya Lakshmi Hospital,13999884,Anakapalli
7787449702,node,17.9169656,82.8128916,Sri Srinivasa Hospital,13999884,Anakapalli
7787449703,node,17.664493,82.613169,Dr. C S Kumar Hospital,13999884,Anakapalli
7787449704,node,17.688484,83.002889,Srinivasa Children's Hospital,13999884,Anakapalli
7787449705,node,17.9925538,82.9828155,Government Hospital,13999884,Anakapalli
7787449707,node,17.664949,82.614116,Dr. Yekkala Rama Krishna Hospital,13999884,Anakapalli
